index,case_id,title,question,baseline_run,k2_run,baseline_score,baseline_retrieval_score,baseline_answer_score,baseline_safety_score,k2_score,k2_retrieval_score,k2_answer_score,k2_safety_score,score_delta,retrieval_score_delta,answer_score_delta,safety_score_delta,baseline_answered,k2_answered,baseline_passed,k2_passed,baseline_result_count,k2_result_count,mcp_result_count,mcp_tool_call_count,mcp_tool_counts,baseline_artifact_matches,k2_artifact_matches,delta_artifact_matches,baseline_source_kind_coverage,k2_source_kind_coverage,delta_source_kind_coverage,baseline_module_hits,k2_module_hits,delta_module_hits,baseline_api_surface_hits,k2_api_surface_hits,delta_api_surface_hits,baseline_must_mention_coverage,k2_must_mention_coverage,delta_must_mention_coverage,baseline_source_uri_coverage,k2_source_uri_coverage,delta_source_uri_coverage,baseline_citation_coverage,k2_citation_coverage,delta_citation_coverage,baseline_hallucination_markers,k2_hallucination_markers,delta_hallucination_markers,baseline_missing_artifacts,k2_missing_artifacts,baseline_missing_source_kinds,k2_missing_source_kinds,baseline_missing_modules,k2_missing_modules,baseline_missing_api_surfaces,k2_missing_api_surfaces,baseline_missing_must_mentions,k2_missing_must_mentions,baseline_missing_source_uris,k2_missing_source_uris,baseline_missing_citations,k2_missing_citations,baseline_hallucination_markers,k2_hallucination_markers
52,kafka-connect-abstract-herder,Kafka Connect pattern for AbstractHerder,"For Kafka Connect 4.2.0, inspect `AbstractHerder`: trace connector configuration validation in the herder layer. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,15,15,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for AbstractHerder; AbstractHerder source; AbstractHerder neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/AbstractHerder.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/AbstractHerder.java,,,
53,kafka-connect-distributed-herder,Kafka Connect pattern for DistributedHerder,"For Kafka Connect 4.2.0, inspect `DistributedHerder`: inspect distributed connector config update behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for DistributedHerder; DistributedHerder source; DistributedHerder neighboring test,,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/distributed/DistributedHerder.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/distributed/DistributedHerder.java,,,
54,kafka-connect-standalone-herder,Kafka Connect pattern for StandaloneHerder,"For Kafka Connect 4.2.0, inspect `StandaloneHerder`: inspect standalone connector config update behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for StandaloneHerder; StandaloneHerder source; StandaloneHerder neighboring test,,docs; code; test,,docs; connect,,connect,,configuration,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/standalone/StandaloneHerder.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/standalone/StandaloneHerder.java,,,
55,kafka-connect-herder,Kafka Connect pattern for Herder,"For Kafka Connect 4.2.0, inspect `Herder`: identify the connector management interface. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.583333,0.666667,0.5,1,0.333333,0.666667,0,0,True,True,False,False,0,24,24,21,"{""k2_answer_with_sources"": 1, ""k2_search_code"": 9, ""k2_search_docs"": 2, ""k2_search_tests"": 9}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,,,0,kafka docs for Kafka Connect pattern for Herder; Herder source; Herder neighboring test,Herder source; Herder neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Herder.java,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Herder.java,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Herder.java,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Herder.java,,
56,kafka-connect-worker,Kafka Connect pattern for Worker,"For Kafka Connect 4.2.0, inspect `Worker`: trace connector and task lifecycle responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.583333,0.666667,0.5,1,0.333333,0.666667,0,0,True,True,False,False,0,10,10,1,"{""k2_answer_with_sources"": 1}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,,,0,kafka docs for Kafka Connect pattern for Worker; Worker source; Worker neighboring test,Worker source; Worker neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/Worker.java,,
57,kafka-connect-worker-connector,Kafka Connect pattern for WorkerConnector,"For Kafka Connect 4.2.0, inspect `WorkerConnector`: inspect connector startup and failure handling. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,15,15,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for WorkerConnector; WorkerConnector source; WorkerConnector neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerConnector.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerConnector.java,,,
58,kafka-connect-worker-task,Kafka Connect pattern for WorkerTask,"For Kafka Connect 4.2.0, inspect `WorkerTask`: inspect common task lifecycle behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for WorkerTask; WorkerTask source; WorkerTask neighboring test,,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerTask.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerTask.java,,,
59,kafka-connect-worker-sink-task,Kafka Connect pattern for WorkerSinkTask,"For Kafka Connect 4.2.0, inspect `WorkerSinkTask`: inspect sink task delivery and commit behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,15,15,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for WorkerSinkTask; WorkerSinkTask source; WorkerSinkTask neighboring test,,docs; code; test,,docs; connect,,connect,,connector,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerSinkTask.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerSinkTask.java,,,
60,kafka-connect-worker-source-task,Kafka Connect pattern for WorkerSourceTask,"For Kafka Connect 4.2.0, inspect `WorkerSourceTask`: inspect source task polling and commit behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,18,18,3,"{""k2_answer_with_sources"": 1, ""k2_search_code"": 1, ""k2_search_tests"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for WorkerSourceTask; WorkerSourceTask source; WorkerSourceTask neighboring test,,docs; code; test,,docs; connect,,connect,,connector,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerSourceTask.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerSourceTask.java,,,
61,kafka-connect-connector-config,Kafka Connect pattern for ConnectorConfig,"For Kafka Connect 4.2.0, inspect `ConnectorConfig`: explain shared connector configuration validation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorConfig; ConnectorConfig source; ConnectorConfig neighboring test,,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/ConnectorConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/ConnectorConfig.java,,,
62,kafka-connect-sink-connector-config,Kafka Connect pattern for SinkConnectorConfig,"For Kafka Connect 4.2.0, inspect `SinkConnectorConfig`: inspect sink connector-specific config validation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.966667,0.933333,1,1,0.716667,0.933333,0.5,0,True,True,False,True,0,15,15,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SinkConnectorConfig; SinkConnectorConfig source; SinkConnectorConfig neighboring test,SinkConnectorConfig neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/SinkConnectorConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/SinkConnectorConfig.java,,,
63,kafka-connect-source-connector-config,Kafka Connect pattern for SourceConnectorConfig,"For Kafka Connect 4.2.0, inspect `SourceConnectorConfig`: inspect source connector-specific config validation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SourceConnectorConfig; SourceConnectorConfig source; SourceConnectorConfig neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/SourceConnectorConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/SourceConnectorConfig.java,,,
64,kafka-connect-worker-config,Kafka Connect pattern for WorkerConfig,"For Kafka Connect 4.2.0, inspect `WorkerConfig`: inspect worker-level configuration parsing. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for WorkerConfig; WorkerConfig source; WorkerConfig neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/WorkerConfig.java,,,
65,kafka-connect-distributed-config,Kafka Connect pattern for DistributedConfig,"For Kafka Connect 4.2.0, inspect `DistributedConfig`: inspect distributed worker configuration behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for DistributedConfig; DistributedConfig source; DistributedConfig neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/distributed/DistributedConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/distributed/DistributedConfig.java,,,
66,kafka-connect-standalone-config,Kafka Connect pattern for StandaloneConfig,"For Kafka Connect 4.2.0, inspect `StandaloneConfig`: inspect standalone worker configuration behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.083333,0,0.166666,1,1,1,1,1,0.916667,1,0.833334,0,True,True,False,True,0,15,15,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.333333,1,0.666667,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for StandaloneConfig; StandaloneConfig source; StandaloneConfig neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect; configuration,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/standalone/StandaloneConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/standalone/StandaloneConfig.java,,,
67,kafka-connect-config-def,Kafka Connect pattern for ConfigDef,"For Kafka Connect 4.2.0, inspect `ConfigDef`: explain Kafka configuration definition and validation semantics. Which version-pinned docs and implementation class should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.55,0.6,0.5,1,0.3,0.6,0,0,True,True,False,False,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,1,1,0,0,0,0,0,0,0,,,0,kafka docs for Kafka Connect pattern for ConfigDef; ConfigDef source,ConfigDef source,docs; code,,docs; clients,clients,connect,,,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java,,
68,kafka-connect-config-value,Kafka Connect pattern for ConfigValue,"For Kafka Connect 4.2.0, inspect `ConfigValue`: explain validation result representation. Which version-pinned docs and implementation class should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConfigValue; ConfigValue source,,docs; code,,docs; clients,,connect,,,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigValue.java,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigValue.java,,,
69,kafka-connect-config-transformer,Kafka Connect pattern for ConfigTransformer,"For Kafka Connect 4.2.0, inspect `ConfigTransformer`: inspect externalized configuration transformation behavior. Which version-pinned docs and implementation class should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,20,20,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConfigTransformer; ConfigTransformer source,,docs; code,,docs; clients,,connect,,,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigTransformer.java,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/ConfigTransformer.java,,,
70,kafka-connect-config-provider,Kafka Connect pattern for ConfigProvider,"For Kafka Connect 4.2.0, inspect `ConfigProvider`: inspect the config provider contract used for externalized secrets. Which version-pinned docs and implementation class should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,15,15,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConfigProvider; ConfigProvider source,,docs; code,,docs; clients,,connect,,configuration,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/provider/ConfigProvider.java,,repo://apache/kafka@4.2/clients/src/main/java/org/apache/kafka/common/config/provider/ConfigProvider.java,,,
71,kafka-connect-plugins,Kafka Connect pattern for Plugins,"For Kafka Connect 4.2.0, inspect `Plugins`: trace plugin discovery and connector class loading. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.966667,0.933333,1,1,0.716667,0.933333,0.5,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for Plugins; Plugins source; Plugins neighboring test,Plugins neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/Plugins.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/Plugins.java,,,
72,kafka-connect-plugin-desc,Kafka Connect pattern for PluginDesc,"For Kafka Connect 4.2.0, inspect `PluginDesc`: inspect plugin descriptor metadata. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,18,18,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for PluginDesc; PluginDesc source; PluginDesc neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginDesc.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginDesc.java,,,
73,kafka-connect-plugin-type,Kafka Connect pattern for PluginType,"For Kafka Connect 4.2.0, inspect `PluginType`: inspect plugin type classification. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.966667,0.933333,1,1,0.716667,0.933333,0.5,0,True,True,False,True,0,14,14,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for PluginType; PluginType source; PluginType neighboring test,PluginType neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginType.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginType.java,,,
74,kafka-connect-delegating-class-loader,Kafka Connect pattern for DelegatingClassLoader,"For Kafka Connect 4.2.0, inspect `DelegatingClassLoader`: inspect plugin classloader delegation behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for DelegatingClassLoader; DelegatingClassLoader source; DelegatingClassLoader neighboring test,,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/DelegatingClassLoader.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/DelegatingClassLoader.java,,,
75,kafka-connect-plugin-class-loader,Kafka Connect pattern for PluginClassLoader,"For Kafka Connect 4.2.0, inspect `PluginClassLoader`: inspect isolated plugin class loading. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.883333,0.933333,0.833333,1,0.633333,0.933333,0.333333,0,True,True,False,True,0,14,14,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,0.666667,-0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for PluginClassLoader; PluginClassLoader source; PluginClassLoader neighboring test,PluginClassLoader neighboring test,docs; code; test,,docs; connect,,connect,,,Kafka Connect,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginClassLoader.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginClassLoader.java,,,
76,kafka-connect-plugin-scan-result,Kafka Connect pattern for PluginScanResult,"For Kafka Connect 4.2.0, inspect `PluginScanResult`: inspect plugin scanning results. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.966667,0.933333,1,1,0.716667,0.933333,0.5,0,True,True,False,True,0,14,14,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for PluginScanResult; PluginScanResult source; PluginScanResult neighboring test,PluginScanResult neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginScanResult.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginScanResult.java,,,
77,kafka-connect-plugin-utils,Kafka Connect pattern for PluginUtils,"For Kafka Connect 4.2.0, inspect `PluginUtils`: inspect plugin path and alias helper behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for PluginUtils; PluginUtils source; PluginUtils neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginUtils.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/isolation/PluginUtils.java,,,
78,kafka-rest-connect-rest-server,Kafka Connect pattern for ConnectRestServer,"For Kafka Connect REST 4.2.0, inspect `ConnectRestServer`: trace Connect REST server wiring. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,12,12,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectRestServer; ConnectRestServer source; ConnectRestServer neighboring test,,docs; code; test,,docs; connect,,rest,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/ConnectRestServer.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/ConnectRestServer.java,,,
79,kafka-rest-rest-server-config,Kafka Connect pattern for RestServerConfig,"For Kafka Connect REST 4.2.0, inspect `RestServerConfig`: inspect Connect REST server configuration. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,14,14,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for RestServerConfig; RestServerConfig source; RestServerConfig neighboring test,,docs; code; test,,docs; connect,,rest,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/RestServerConfig.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/RestServerConfig.java,,,
80,kafka-rest-connectors-resource,Kafka Connect pattern for ConnectorsResource,"For Kafka Connect REST 4.2.0, inspect `ConnectorsResource`: trace connector CRUD REST behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorsResource; ConnectorsResource source; ConnectorsResource neighboring test,,docs; code; test,,docs; connect,,rest,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/resources/ConnectorsResource.java,,,
